countryId,presidentName,presidentParty,presidentImageUrl,vicePresidentName,vicePresidentParty,vicePresidentImageUrl,senatePresidentName,senatePresidentParty,speakerName,speakerParty,senateSeats,houseSeats
NG,,,,,,,,,,,,
