countryId,presidentName,presidentParty,presidentImageUrl,vicePresidentName,vicePresidentParty,vicePresidentImageUrl,senatePresidentName,senatePresidentParty,speakerName,speakerParty,senateSeats,houseSeats
NG,Muhammadu Buhari,All Progressives Congress (APC),,Yemi Osinbajo,All Progressives Congress (APC),,Ahmad Lawan,All Progressives Congress (APC),Femi Gbajabiamila,All Progressives Congress (APC),109,360
